"latitud","longitud"
41.37504,2.13366
41.39746,2.20389
41.43796,2.17453
41.39781,2.20457
41.37309,2.16376
41.3775644100833,2.16401773599729
41.38232,2.177
41.38246,2.17732
41.38293,2.17685
41.38672,2.15101
41.38903,2.15706
41.38199,2.1623
41.3814,2.1613
41.37436,2.12715
41.37443,2.18952
41.43483,2.17532
41.40373,2.17643
41.41038,2.18308
41.40301,2.17893
41.37425,2.14271
41.35844,2.14075
41.39073,2.16395
41.39367,2.15474
41.40311,2.15424
41.39715,2.15522
41.39817,2.20595
41.3739,2.1552
41.41475,2.18854
41.41391,2.18905
41.40506,2.17168
41.40431,2.16977
41.39484,2.17668
41.37781,2.17261
41.37092,2.16673
41.40762,2.16028
41.41103,2.18719
41.37909,2.15498
41.39924,2.20437
41.37527,2.14542
41.38793,2.17899
41.37596,2.12847
41.41236,2.21493
41.43879,2.19064
41.38268,2.16871
41.39968,2.1637
41.38319,2.16898
41.40479,2.16953
41.35784,2.13414
41.40577,2.17093
41.41083,2.17359
41.38952,2.16433
41.38213,2.18195
41.40453,2.17387
41.40575,2.17537
41.39118,2.14837
41.37769,2.14784
41.40344,2.18757
41.37163,2.158
41.3807,2.165
41.40793,2.1549
41.38317,2.1494
41.38632,2.17439
41.38036,2.16793
41.41066,2.17011
41.40636,2.16584
41.37556,2.16158
41.40542,2.17132
41.40542,2.17132
41.41964,2.21216
41.41299,2.1492
41.38617,2.17797
41.37837,2.16286
41.38473,2.1797
41.38388,2.1502
41.40532,2.17216
41.40774,2.2059
41.40169,2.17543
41.40542,2.17132
41.40542,2.17132
41.39548,2.16513
41.41014,2.18995
41.37784,2.17054
41.3885,2.15687
41.38517,2.1797
41.39715,2.16029
41.40542,2.17132
41.40219,2.17682
41.40328,2.15665
41.37436,2.16677
41.37612,2.1545
41.38115,2.18924
41.3846,2.18625
41.38443,2.17135
41.382599,2.15593
41.41207,2.15131
41.37425,2.15965
41.39689,2.16226
41.40542,2.17132
41.3966,2.17373
41.38057,2.16398
41.39532,2.1626
41.42504,2.13811
41.38632,2.15849
41.38173,2.17391
41.40542,2.17132
41.38047,2.18648
41.37347,2.15938
41.39111,2.16157
41.37369,2.17401
41.43628,2.17291
41.39951,2.15414
41.39189,2.16596
41.39561,2.18366
41.37764,2.1597
41.39016,2.16639
41.40338,2.20148
41.40542,2.17132
41.40542,2.17132
41.4081,2.14284
41.39758,2.19478
41.38479,2.16769
41.40628,2.17851
41.38271,2.16893
41.41985,2.21097
41.41534,2.1611
41.3796,2.17328
41.3796,2.17328
41.37865,2.18968
41.39727,2.20401
41.37777,2.17213
41.4047088623047,2.17614507675171
41.40727,2.17062
41.38896,2.17883
41.43477,2.18648
41.39669,2.17983
41.40542,2.17132
41.37451,2.14741
41.39322,2.14745
41.39487,2.14795
41.39493,2.14726
41.39351,2.14922
41.39329,2.14713
41.39353,2.14929
41.39438,2.14726
41.39434,2.14718
41.39321,2.14705
41.39336,2.14918
41.39342,2.14723
41.39479,2.1478
41.40005,2.17482
41.414227306676,2.17137154560368
41.39921,2.15707
41.37464,2.16299
41.41785,2.18419
41.40649,2.17297
41.4087,2.17659
41.40657,2.16447
41.38053,2.16979
41.40989,2.16726
41.40973,2.16572
41.38377,2.1734
41.38319,2.16179
41.38476,2.17096
41.38476,2.17103
41.3718,2.16819
41.3769070870915,2.1555781580016
41.38311,2.17156
41.41275,2.17632
41.38623,2.12791
41.38444,2.18317
41.39856,2.18287
41.39453,2.1468
41.3822,2.18375
41.37385,2.16218
41.4008,2.18256
41.37952,2.17331
41.37952,2.17331
41.37952,2.17331
41.39008,2.17713
41.45198,2.1928
41.38094,2.15308
41.37366,2.14488
41.37468,2.16478
41.40096,2.1586
41.37161,2.13996
41.37463,2.13248
41.37357,2.16838
41.37051,2.15888
41.3800828698084,2.16211108629456
41.37908,2.17509
41.40478,2.15378
41.39569,2.16921
41.38068,2.1741
41.3736,2.16373
41.3773,2.1519
41.38656,2.17627
41.39097,2.15982
41.42075,2.15722
41.40798,2.17283
41.40746,2.17182
41.41024,2.1599
41.3976,2.17611
41.39004,2.17461
41.39691,2.17537
41.397,2.1737
41.39784,2.17487
41.40181,2.20293
41.3816,2.17215
41.36927,2.13598
41.39769,2.16838
41.37465,2.15559
41.3822,2.18375
41.3822,2.18375
41.37535,2.14605
41.38158,2.17712
41.40488,2.15392
41.40257,2.17805
41.416178,2.159658
41.37633,2.16741
41.44606,2.18467
41.37252,2.16489
41.40612,2.21044
41.37555,2.17051
41.37535,2.17099
41.37644,2.15743
41.39845,2.17402
41.39836,2.17396
41.39676,2.17414
41.39879,2.17459
41.3968,2.17391
41.39687,2.17572
41.38463,2.14712
41.37759,2.1559
41.39731,2.20569
41.39837,2.17592
41.38144,2.1827
41.39712,2.176
41.39884,2.17543
41.3967,2.17579
41.39267,2.16972
41.37626,2.16179
41.39879,2.1754
41.41435,2.17973
41.37397,2.16304
41.37577,2.16623
41.39027,2.16846
41.38957,2.15603
41.39952,2.15493
41.38815,2.14274
41.39272,2.18763
41.38486,2.17458
41.38138,2.17388
41.38366,2.16143
41.37758,2.11823
41.4021,2.15949
41.384632,2.177421
41.39854,2.15496
41.38747,2.14613
41.378,2.11704
41.40618,2.1813
41.40683,2.17744
41.40802,2.18306
41.39499,2.16643
41.39858,2.16193
41.39674,2.18168
41.37978,2.15266
41.38789,2.16587
41.38161,2.15082
41.38402,2.13221
41.36643,2.13474
41.38099,2.12637
41.38807,2.1696
41.39098,2.18993
41.39417,2.19469
41.40514,2.2159
41.38709,2.15569
41.40384,2.16721
41.3872,2.16766
41.41478,2.21685
41.377609105687,2.16139062126698
41.37952,2.17331
41.379772,2.173636
41.37952,2.17331
41.37959,2.16836
41.3997,2.16517
41.39834,2.17575
41.39875,2.17513
41.39849,2.17388
41.39825,2.17584
41.39836,2.17387
41.37976,2.15586
41.37386,2.15648
41.40786,2.16349
41.4022,2.15462
41.39883,2.20656
41.38289,2.14461
41.39743,2.16387
41.40132,2.20482
41.396877,2.146326
41.39133,2.16425
41.37016,2.13873
41.37359,2.15962
41.39828,2.1928
41.41198,2.14009
41.39127,2.16076
41.39105,2.17096
41.37316,2.13669
41.39105,2.17096
41.39105,2.17096
41.39105,2.17096
41.39105,2.17096
41.39105,2.17096
41.39105,2.17096
41.39105,2.17096
41.39105,2.17096
41.39105,2.17096
41.39105,2.17096
41.39105,2.17096
41.37972,2.18855
41.37863,2.16101
41.42015,2.17634
41.37972,2.18937
41.40533,2.20034
41.39327,2.174
41.39869,2.17261
41.38584,2.18036
41.37779,2.16211
41.4145538918441,2.16925083691649
41.40081,2.16422
41.39103,2.16578
41.37741,2.13641
41.40627,2.1956
41.38537,2.14909
41.38962,2.16221
41.38939,2.16186
41.38337,2.16274
41.38543,2.15285
41.38344,2.15387
41.39397,2.16947
41.4044,2.14765
41.38542,2.15286
41.39656,2.19139
41.39587,2.19079
41.37212,2.16503
41.41715,2.18848
41.41151,2.17848
41.39418,2.17147
41.38701,2.16025
41.39401,2.16864
41.39903,2.17466
41.38639,2.15997
41.40404,2.20176
41.38683,2.16176
41.42445,2.13711
41.399254,2.208139
41.37259,2.13658
41.42327,2.18158
41.3891995439194,2.18233724013896
41.41299,2.16428
41.44663,2.17611
41.40486,2.17247
41.37373,2.16438
41.37377,2.16242
41.3733,2.16218
41.37478,2.16429
41.37381,2.16243
41.37402,2.16226
41.37365,2.16287
41.37376,2.16401
41.39533,2.16169
41.38214,2.18986
41.38545,2.1848
41.40026,2.14425
41.39048,2.15451
41.37366,2.16415
41.38265,2.17291
41.38639,2.13277
41.3864,2.13227
41.38476,2.17103
41.38476,2.17103
41.38476,2.17103
41.3800411462921,2.19127676501727
41.38005,2.17909
41.38075,2.1893
41.39632,2.12604
41.42048,2.21211
41.3724,2.16985
41.37466,2.16918
41.41262,2.17212
41.38661,2.13582
41.4098129272461,2.21110391616821
41.41434,2.14958
41.39739,2.18044
41.41397,2.14742
41.35953,2.13867
41.36121,2.13834
41.37333,2.17076
41.37909,2.15498
41.38833,2.16847
41.39703,2.12789
41.37783,2.16017
41.40374,2.17231
41.40209,2.15116
41.37619,2.12504
41.39082,2.16319
41.38518,2.18079
41.37367,2.16534
41.379772,2.173636
41.40337,2.15526
41.38858,2.17354
41.38858,2.16712
41.41114,2.14992
41.38714,2.1593
41.40795,2.2144
41.39389,2.1925
41.40276,2.15065
41.37855,2.16555
41.38068,2.16551
41.4053,2.17145
41.41214,2.17811
41.38664,2.15581
41.38228,2.16706
41.39253,2.17239
41.4253,2.18029
41.40945,2.1832
41.38234,2.16549
41.39439,2.17724
41.3813,2.17765
41.40471,2.17307
41.40337,2.17173
41.3773,2.16373
41.38583,2.16218
41.37284,2.13054
41.38908,2.15984
41.38209,2.16726
41.39656,2.19139
41.39635,2.17535
41.3843,2.1799
41.38421,2.17996
41.38259,2.18218
41.37785,2.16664
41.39854,2.20636
41.35835,2.13947
41.40304,2.17212
41.41397,2.21843
41.37917,2.17306
41.4402,2.17667
41.41158,2.19669
41.41433,2.21593
41.38538,2.16009
41.37871,2.17234
41.407,2.18544
41.42047,2.17813
41.38939,2.16411
41.42262,2.17815
41.3682,2.1419
41.39955,2.20602
41.38922,2.12169
41.37671,2.13296
41.37948,2.18844
41.40063,2.17467
41.40042,2.18063
41.385994,2.135742
41.3934,2.14622
41.37189,2.13901
41.38556,2.16844
41.38056,2.18879
41.38067,2.1887
41.3936,2.17427
41.4176987,2.2014817
41.3934,2.14622
41.41108,2.16408
41.37931,2.19015
41.40429,2.15312
41.38019,2.1739
41.38675,2.17934
41.37705,2.17485
41.39705,2.17691
41.4440351383568,2.17394837063596
41.38206,2.16582
41.38186,2.16918
41.3745,2.12483
41.37617,2.12536
41.37453,2.12478
41.3746,2.12431
41.4244891133683,2.1772615546707
41.39656,2.14419
41.38063,2.18977
41.38526,2.17811
41.38117,2.19006
41.38073,2.18792
41.37779,2.18919
41.38099,2.1901
41.38591,2.16165
41.3825,2.18934
41.38258,2.16308
41.38914,2.17981
41.38187,2.16578
41.38519,2.12653
41.40226,2.16844
41.3886,2.15749
41.382241121943,2.17141443941512
41.38686,2.18016
41.38985,2.19526
41.37437,2.1314
41.40508,2.14705
41.37623,2.14811
41.38635,2.13538
41.4020330558439,2.18184129267609
41.39764,2.17163
41.38004,2.16335
41.40813,2.175
41.38886,2.16671
41.41594,2.16055
41.37263,2.12915
41.37938,2.16023
41.40212,2.15949
41.40539,2.1776
41.39506,2.18017
41.37123,2.14356
41.37808,2.15553
41.40542,2.17132
41.42154,2.17763
41.40542,2.17132
41.40542,2.17132
41.40655,2.19876
41.44657,2.17434
41.39696,2.15029
41.40655,2.17456
41.3838,2.16477
41.37943,2.15691
41.39919,2.1788
41.40438,2.13665
41.37758,2.16193
41.40293,2.17649
41.37216,2.16629
41.37051,2.14547
41.40677,2.19245
41.4461040284613,2.1737514301854
41.39695,2.18207
41.40666,2.1926
41.38034,2.16715
41.38477,2.17916
41.38608,2.18099
41.37718,2.13707
41.37309,2.15884
41.39834,2.1751
41.38636,2.18177
41.37997,2.1682
41.40191,2.17555
41.39984,2.17509
41.40059,2.17547
41.40055,2.1543
41.38294,2.16909
41.38294,2.16909
41.41082,2.17384
41.40747,2.17271
41.43044,2.16862
41.41229,2.17756
41.3862,2.13699
41.4118483104511,2.18457396456149
41.37315,2.12972
41.38244,2.16251
41.37125,2.14336
41.38495,2.16266
41.38495,2.16266
41.38481,2.16295
41.37685,2.12653
41.39355,2.13208
41.40175,2.16316
41.39886,2.16258
41.38483,2.16049
41.398,2.20374
41.40322,2.17283
41.38879,2.16993
41.37518,2.13846
41.3722,2.13284
41.37449,2.16336
41.37328,2.16647
41.38145,2.19018
41.37047,2.14231
41.44532,2.17444
41.40075,2.17046
41.38893,2.18126
41.3742,2.16244
41.38011,2.18796
41.37937,2.1619
41.41597,2.14212
41.39066,2.16468
41.37704,2.17424
41.40804,2.17245
41.40124,2.17484
41.37129,2.12978
41.38038,2.18031
41.38728,2.17082
41.38314,2.16267
41.379,2.19235
41.38066,2.19053
41.38082,2.19085
41.39326,2.14
41.38643,2.15959
41.40419,2.16104
41.40878,2.18708
41.40288,2.14922
41.37588,2.14446
41.42535,2.18608
41.39734,2.17323
41.40914,2.18225
41.3761569196502,2.188723486402
41.3766,2.15981
41.39994,2.19712
41.40043,2.16803
41.41212,2.15253
41.41372,2.10251
41.42149,2.19831
41.37902,2.1369
41.37727,2.15392
41.3941,2.14707
41.3941,2.14707
41.3941,2.14707
41.38667,2.17342
41.3941,2.14707
41.3941,2.14707
41.40917,2.17267
41.39566,2.14375
41.37433,2.14045
41.38063,2.16904
41.37401,2.16868
41.37986,2.16694
41.39511,2.1667
41.39965,2.14948
41.38089,2.17084
41.3973,2.16983
41.38666,2.18105
41.37848,2.17029
41.37019,2.15857
41.38622,2.17257
41.39375,2.17177
41.39252,2.16975
41.3939,2.16979
41.40549,2.15719
41.40638,2.16851
41.38502,2.16064
41.3974,2.16591
41.38905,2.19222
41.37973,2.15879
41.40455,2.18033
41.37848,2.17029
41.39992,2.15967
41.3794,2.17182
41.38779,2.14572
41.39509,2.1787
41.39611,2.17278
41.40336,2.15423
41.40334,2.15635
41.37275,2.17002
41.40398,2.16027
41.39177,2.18847
41.37996,2.17568
41.39524,2.1937
41.37641,2.12847
41.37898,2.15041
41.40656,2.17196
41.38412,2.15699
41.40571,2.17641
41.39671,2.16827
41.38043,2.14937
41.37535,2.14605
41.37915,2.17732
41.39977,2.19485
41.38141,2.17594
41.40582,2.14468
41.42963,2.09276
41.39591,2.17702
41.39582,2.17507
41.37811,2.1501
41.38347,2.16528
41.37412,2.12485
41.38591,2.17048
41.3888,2.1657
41.37384,2.15421
41.37354,2.16287
41.37695,2.12252
41.37535,2.14605
41.38543,2.15582
41.40884,2.15183
41.40126,2.18121
41.40122,2.18128
41.39671,2.16543
41.39552,2.16678
41.37535,2.14605
41.37999,2.16722
41.38047,2.14276
41.40218,2.16823
41.39964,2.17109
41.40173,2.17107
41.37351,2.16384
41.39357,2.13839
41.37338,2.16431
41.37394,2.16225
41.38335,2.15806
41.38208,2.17214
41.3745,2.12992
41.40263,2.17327
41.3851,2.15974
41.37535,2.14605
41.37535,2.14605
41.40769,2.17175
41.40026,2.17423
41.40043,2.17398
41.40239,2.17228
41.37403,2.16438
41.37399,2.1642
41.37348,2.16257
41.37355,2.16231
41.39463,2.16549
41.39645,2.16581
41.39744,2.16549
41.41697,2.1963
41.37359,2.16454
41.38913,2.17753
41.37175,2.16551
41.3816,2.15879
41.38109,2.15839
41.42255,2.15063
41.40611,2.17424
41.37121,2.17061
41.37561,2.14319
41.38108,2.15744
41.4112,2.18118
41.383734007819,2.15548052799397
41.38454,2.18575
41.37538,2.146
41.37346,2.16317
41.3987,2.17309
41.41994,2.17802
41.41689,2.17134
41.37685,2.12519
41.38961,2.15379
41.39959,2.20241
41.37457,2.14544
41.37586,2.16802
41.38384,2.17421
41.42232,2.15081
41.38232,2.18428
41.38666,2.16657
41.38582,2.16688
41.37362,2.1565
41.40453,2.17128
41.38236,2.19022
41.37768,2.15469
41.3912,2.17104
41.39058,2.15666
41.38383,2.14678
41.425678,2.097075
41.39345,2.16864
41.40205,2.20511
41.38537,2.14054
41.38582,2.16688
41.385872,2.182653
41.37917,2.16734
41.41057,2.17865
41.40074,2.16084
41.42887,2.09174
41.37778,2.16009
41.38162,2.18162
41.3789,2.1652
41.41219,2.17767
41.38135,2.1785
41.38372,2.1694
41.38781,2.17698
41.40115,2.17652
41.41028,2.1408
41.38218,2.16535
41.38197,2.17366
41.37129,2.16461
41.41496,2.2022
41.40897,2.20719
41.40281,2.16321
41.38403,2.12918
41.39113,2.15114
41.40351,2.1514
41.39646,2.16671
41.38158,2.17233
41.38349,2.17037
41.38239,2.17229
41.39709,2.14334
41.38498,2.16589
41.39239,2.1535
41.38422,2.17598
41.37902,2.16644
41.37826,2.17033
41.38207,2.16184
41.42213,2.15517
41.38854,2.17538
41.37694,2.19016
41.40448,2.14936
41.42814,2.16187
41.4024,2.14721
41.39343,2.1541
41.39859,2.20543
41.38582,2.15357
41.39935,2.16565
41.41072,2.18026
41.41024,2.19077
41.37456,2.13458
41.40031,2.20482
41.4017020437744,2.15520590052496
41.38825,2.16115
41.40654,2.18118
41.4005,2.16608
41.37808,2.16917
41.37194,2.1707
41.40453,2.17233
41.3943,2.16764
41.39502,2.16966
41.39156,2.16836
41.39193,2.16794
41.39503,2.16967
41.39529,2.16787
41.39425,2.16764
41.37972,2.17479
41.38008,2.17488
41.37984,2.17297
41.38019,2.17327
41.37825,2.17473
41.38012,2.17353
41.38211,2.15599
41.38725,2.17124
41.3734,2.12574
41.38076,2.18862
41.39641,2.1763
41.41186,2.14796
41.40973,2.20318
41.41245,2.21834
41.39303,2.17458
41.37298,2.1663
41.37987,2.17307
41.40775,2.17833
41.39123,2.19712
41.38368,2.16419
41.3817,2.16526
41.40652,2.17229
41.39378,2.179
41.40002,2.15619
41.42763,2.10663
41.374531,2.143429
41.3857965364364,2.17050064825068
41.40178,2.14818
41.39013,2.15528
41.37844,2.15671
41.37804,2.1566
41.38,2.15719
41.37855,2.15512
41.38002,2.1564
41.37796,2.15529
41.37973,2.15712
41.37824,2.15645
41.38016,2.15684
41.37803,2.15722
41.40135,2.18117
41.38713,2.14418
41.38738,2.14431
41.38521,2.1594
41.38967,2.16747
41.38826,2.15941
41.38253,2.1654
41.37991,2.15662
41.37892,2.17072
41.36766,2.13984
41.38356,2.15609
41.38217,2.16501
41.38012,2.15649
41.38008,2.1565
41.39891,2.20587
41.39803,2.20644
41.37793,2.15697
41.38681,2.1616
41.38802,2.16142
41.38646,2.16012
41.38834,2.16088
41.38777,2.15955
41.38634,2.1613
41.38688,2.15931
41.38628,2.15991
41.38649,2.16006
41.40545,2.13587
41.39309,2.18655
41.37643,2.18946
41.3996,2.16712
41.40801,2.18292
41.39155,2.17545
41.409,2.1763
41.37754,2.13592
41.38689675811,2.14168698777713
41.42569,2.18419
41.40702,2.16142
41.37173,2.1462
41.37119,2.16982
41.39667,2.17575
41.39702,2.17053
41.39036,2.15926
41.39014,2.15892
41.39014,2.15892
41.39014,2.15892
41.39014,2.15892
41.39014,2.15892
41.39014,2.15892
41.39014,2.15892
41.38024,2.17035
41.37245,2.14512
41.39785,2.16422
41.37897,2.12566
41.37101,2.1438
41.37076,2.14359
41.3952751744539,2.1947218798945
41.37059,2.1443
41.367352,2.18827
41.41443,2.19643
41.39526,2.17119
41.40622,2.17128
41.37942,2.15332
41.37766,2.17012
41.37762,2.18857
41.3855,2.16717
41.43577,2.18928
41.37601,2.12876
41.38526,2.18078
41.38803,2.13759
41.4027941332425,2.20768911947959
41.40573,2.172
41.39817,2.20661
41.38877,2.17492
41.4046936035156,2.17609310150146
41.39838,2.20499
41.39728,2.20381
41.38614,2.13027
41.38587,2.12974
41.3856,2.12954
41.38448,2.13167
41.3967,2.17733
41.39908,2.17283
41.39671,2.1448
41.39666,2.14285
41.38118,2.18784
41.3729366001611,2.14795893915229
41.3782,2.19067
41.39009,2.16376
41.38337,2.15135
41.36914,2.13999
41.39506,2.1428
41.39918,2.20878
41.39984,2.20703
41.39848,2.20649
41.39805,2.20654
41.37727,2.13884
41.40079,2.15612
41.40795,2.1753
41.40614,2.17335
41.37781,2.14836
41.37987,2.18747
41.38427,2.17922
41.38804,2.17645
41.40398,2.17143
41.40687,2.17141
41.39476,2.16621
41.4307,2.18356
41.41583,2.19601
41.37615,2.15497
41.37929,2.17078
41.41638,2.19755
41.38746,2.17748
41.41642,2.19632
41.41187,2.17579
41.38524,2.16108
41.44179,2.17456
41.3808,2.15322
41.38046,2.15288
41.41199,2.18425
41.37804,2.14874
41.38019,2.11299
41.37888,2.17173
41.39979,2.16118
41.39375,2.17839
41.38848,2.15881
41.37438,2.15778
41.40546,2.17566
41.42263,2.15372
41.38695,2.18106
41.38257,2.17113
41.38528,2.16243
41.40597,2.15951
41.4116,2.1727
41.39567,2.18836
41.41117,2.17046
41.39684,2.17968
41.38669,2.1792
41.38077,2.19146
41.38749,2.18052
41.38462,2.17009
41.38296,2.16981
41.38199,2.17486
41.3764,2.16175
41.37311,2.16337
41.40963,2.1785
41.37725,2.17103
41.39764,2.16766
41.38012,2.17319
41.3817,2.17918
41.39197,2.15905
41.39359,2.1585
41.39187,2.15896
41.39374,2.15867
41.39329,2.15709
41.39373,2.15896
41.39339,2.15687
41.39181,2.15909
41.4115135349629,2.17931730147711
41.41201,2.16987
41.38442,2.16577
41.38096,2.19114
41.37356,2.16609
41.41782,2.21384
41.37307,2.13295
41.38128,2.18107
41.37998,2.18724
41.37405,2.17338
41.38767,2.17679
41.38767,2.17481
41.38765,2.1764
41.3884,2.17692
41.38802,2.17529
41.38807,2.17489
41.38779,2.1757
41.38805,2.17572
41.38815,2.1752
41.4053,2.17145
41.4230728149414,2.20474004745483
41.39297,2.19411
41.40694,2.16259
41.39202,2.17064
41.38901,2.17608
41.37311,2.14839
41.39016,2.16568
41.3877,2.16663
41.39309,2.15933
41.39378,2.15844
41.39357,2.15937
41.3882,2.17508
41.38151,2.17776
41.39301,2.16761
41.3848,2.14344
41.40043,2.1584
41.37272,2.15958
41.3819,2.16182
41.38386,2.1596
41.38219,2.17872
41.38033,2.1772
41.38891,2.17874
41.44658,2.1847
41.41996,2.11674
41.38167,2.18121
41.38023,2.17329
41.40726,2.16586
41.37561,2.16845
41.37561,2.16038
41.38753,2.17539
41.42965,2.18031
41.41571,2.21524
41.39712,2.17504
41.4026176,2.2107471
41.40749,2.18404
41.38471,2.18247
41.40755,2.13749
41.38865,2.15581
41.38932,2.17119
41.38913,2.17075
41.37178,2.15619
41.37374,2.16568
41.40232,2.16437
41.40175,2.16596
41.37975,2.17247
41.39523,2.15715
41.38353,2.18109
41.37775,2.16495
41.39371,2.16578
41.39759,2.15695
41.39325,2.16552
41.38066,2.17572
41.375126,2.138886
41.40045,2.16727
41.39351,2.1757
41.41077,2.17586
41.39914,2.16993
41.39802,2.17167
41.3977,2.17073
41.39987,2.17559
41.4105899,2.185353
41.40336,2.17283
41.41237,2.18072
41.38603,2.15379
41.3948,2.18917
41.3813,2.17695
41.37371,2.16775
41.3804,2.16463
41.37774,2.1637
41.3936,2.17427
41.3936,2.17427
41.3936,2.17427
41.3936,2.17427
41.3936,2.17427
41.3936,2.17427
41.3936,2.17427
41.39305,2.1612
41.39174,2.16114
41.39356,2.15994
41.3929,2.1585
41.43611,2.18843
41.40228,2.17093
41.37729,2.1629
41.37822,2.16481
41.43482,2.18471
41.38825,2.15374
41.40539,2.18186
41.44155,2.17293
41.3764,2.12293
41.38384,2.17042
41.38191,2.1704
41.38366,2.17201
41.38544,2.17981
41.38158,2.17244
41.38227,2.17044
41.38386,2.17226
41.39434,2.15339
41.37359,2.16969
41.3784,2.16751
41.37968,2.1674
41.37643,2.16165
41.39143,2.1573
41.38747,2.18261
41.38995,2.16533
41.40455,2.17094
41.3925285339355,2.19509696960449
41.39516,2.19088
41.39868,2.16237
41.37665,2.15165
41.39271,2.15986
41.37621,2.15432
41.3897,2.15366
41.42682,2.20425
41.40444,2.14977
41.38372,2.16062
41.38718,2.15668
41.40115,2.18413
41.421,2.15261
41.4229,2.15357
41.38173,2.17694
41.39377,2.17625
41.38419,2.15768
41.43559,2.18873
41.37834,2.16376
41.41071,2.13974
41.37624,2.13193
41.38295,2.1809
41.38454,2.18082
41.37751,2.13661
41.383515,2.1407396
41.39014,2.15892
41.38996,2.17363
41.39104,2.17333
41.39128,2.1722
41.38931,2.17304
41.37997,2.14561
41.38729,2.15373
41.38598,2.17301
41.38016,2.1499
41.38911,2.17716
41.40739,2.17264
41.43235,2.14757
41.38512,2.15216
41.38005,2.19127
41.38319,2.16665
41.40222,2.15126
41.37457,2.16658
41.38189,2.17597
41.39296,2.17423
41.41732,2.19592
41.37459,2.16339
41.38511,2.17607
41.42613,2.17355
41.40386,2.17145
41.39548,2.19436
41.37999,2.16237
41.40829,2.20356
41.39955,2.152
41.38178,2.14429
41.37939,2.1691
41.37397,2.16674
41.40731,2.18598
41.38269,2.18113
41.41779,2.18575
41.38309,2.13148
41.38266,2.18098
41.37677,2.16642
41.4104,2.19796
41.40178,2.17257
41.38803,2.15599
41.40457,2.13199
41.39455,2.16023
41.40319,2.14177
41.38849,2.17442
41.40359,2.16569
41.38593,2.17234
41.37936,2.15526
41.3999,2.20297
41.38313,2.17587
41.42048,2.15222
41.42092,2.15329
41.3926391601562,2.19395709037781
41.39195,2.17395
41.41411,2.14695
41.39528,2.17502
41.39347,2.13992
41.3946,2.15492
41.37486,2.1372
41.38512,2.16603
41.41002,2.16706
41.37575,2.19082
41.40925,2.22771
41.39768,2.16559
41.38403,2.15311
41.37904,2.17905
41.3681,2.1322
41.38546,2.16736
41.4037,2.21186
41.37994,2.17805
41.4087,2.16955
41.40227,2.17532
41.38651,2.15969
41.40527,2.1772
41.41669,2.1781
41.39339,2.19485
41.41031,2.21023
41.38198,2.1685
41.38171,2.18226
41.39667,2.16185
41.3964,2.16371
41.38052,2.15134
41.37254,2.16322
41.37057,2.16478
41.37837,2.16846
41.37345,2.17139
41.40502,2.1561
41.402,2.17107
41.40758,2.18111
41.38416,2.15735
41.3794,2.18803
41.37804,2.18961
41.39946,2.2054
41.38092,2.17587
41.37571,2.14294
41.41074,2.17728
41.38256,2.17426
41.37805,2.18996
41.412251,2.150353
41.41136,2.18607
41.41632,2.2138
41.37976,2.18786
41.41047,2.15104
41.41009,2.14813
41.41634,2.21335
41.37606,2.19097
41.40642,2.1722
41.40262,2.15634
41.4042977400806,2.1537271518533
41.42559,2.18308
41.37812,2.16624
41.45109,2.19144
41.37095,2.13378
41.42454,2.18435
41.39183,2.17757
41.37614,2.14679
41.37896,2.16433
41.38223,2.17216
41.39222,2.1762
41.37202,2.14067
41.38952,2.1603
41.3836,2.16583
41.4101,2.16049
41.37253,2.16737
41.40621,2.15128
41.39116,2.19178
41.40949,2.17596
41.40927,2.17528
41.40908,2.17446
41.4032,2.16975
41.40308,2.16796
41.40061,2.16286
41.39248,2.15842
41.37948,2.17609
41.3853250602914,2.179261
41.39167,2.17634
41.38886,2.17588
41.3982,2.1581
41.415905,2.178665
41.38207,2.18115
41.36586,2.13541
41.38073,2.18658
41.37113,2.1344
41.39048,2.17451
41.38288,2.18112
41.38672,2.18028
41.37182,2.15619
41.37747,2.1894
41.38083,2.16486
41.38477,2.18294
41.38418,2.17137
41.4193,2.17931
41.41327,2.16542
41.39922,2.15234
41.3663,2.14589
41.38198,2.18049
41.38631,2.13201
41.40379,2.17103
41.37283,2.13156
41.3743858337402,2.16710996627808
41.41839,2.17921
41.37636,2.17436
41.39358,2.17736
41.38924,2.17359
41.39707,2.17295
41.37701,2.17392
41.37837,2.1738
41.37818,2.17558
41.37923,2.18084
41.38201,2.18298
41.39884,2.16129
41.38148,2.14259
41.38834,2.17861
41.3833,2.16272
41.37828,2.16706
41.4003324036889,2.1621252764149
41.42365,2.17443
41.37344,2.16188
41.40554,2.16938
41.41362,2.1447
41.41348,2.14644
41.4147,2.14496
41.41482,2.14672
41.41445,2.14486
41.38288,2.16244
41.40331,2.16853
41.38537,2.16886
41.3801,2.17699
41.4491,2.17488
41.4460338138327,2.17805288143339
41.38605,2.1728
41.38683,2.17659
41.37249,2.13603
41.38982,2.16228
41.39466,2.18677
41.37861,2.1511
41.378601,2.1511
41.39314,2.1873
41.40549,2.14521
41.37884,2.17827
41.37892,2.17776
41.38041,2.17626
41.37946,2.17626
41.38084,2.17675
41.38077,2.17743
41.37871,2.17755
41.38056,2.1777
41.37888,2.17627
41.3804,2.17805
41.40332,2.18047
41.38108,2.18075
41.42508,2.17423
41.38491,2.15756
41.43707,2.1573
